#{"t_start": 1679442213.4733348, "env_id": null}
1,19,164.455299,14
1,19,164.533429,7
1,18,166.614027,13
1,20,166.676532,12
1,18,166.739372,13
1,18,166.801846,14
1,21,166.864336,11
1,18,166.92686,15
1,30,167.036247,22
1,18,167.083111,13
1,20,167.161233,12
1,19,167.223872,16
1,20,167.286274,14
1,18,167.348878,16
1,18,167.411356,13
1,18,167.473779,14
1,24,167.551899,14
1,22,167.630001,12
1,21,167.70822,13
1,20,167.770632,10
1,22,167.848913,15
1,18,167.911272,15
1,18,167.973514,14
1,18,168.03627,13
1,28,168.130042,10
1,18,168.192531,17
1,22,168.272139,11
1,22,168.35024,15
1,20,168.428347,13
1,18,168.490904,4
1,22,168.569007,13
1,18,168.631494,14
1,18,168.693999,10
1,19,168.756503,12
1,20,168.81904,12
1,18,168.897329,16
1,22,168.961063,13
1,22,169.039241,14
1,18,169.101684,16
1,18,169.164249,15
1,20,169.242319,14
1,18,169.304864,12
1,21,169.383045,15
1,21,169.445451,15
1,19,169.523587,17
1,20,169.586097,9
1,25,169.679896,19
1,22,169.75802,10
1,25,169.85174,17
1,18,169.91493,15
1,22,169.992371,13
1,21,170.055039,14
1,22,170.133023,14
1,22,170.211416,16
1,22,170.289273,16
1,20,170.367404,15
1,21,170.445534,10
1,22,170.523662,17
1,21,170.601852,14
1,24,170.67996,15
1,20,170.758062,15
1,20,170.820552,11
1,19,170.883073,13
1,20,170.961253,12
1,21,171.040752,9
1,18,171.103258,12
1,18,171.165809,15
1,19,171.228273,13
1,19,171.306407,13
1,18,171.368956,11
1,18,171.431416,15
1,22,171.509543,12
1,19,171.572052,13
1,19,171.650201,11
1,18,171.712679,4
1,23,171.791,14
1,18,171.853066,9
1,18,171.915571,15
1,21,171.994016,14
1,19,172.065094,8
1,22,172.143275,15
1,18,172.205637,13
1,20,172.283929,10
1,20,172.346273,17
1,20,172.424414,16
1,18,172.486972,15
1,19,172.565051,11
1,20,172.627557,12
1,23,172.70568,14
1,18,172.783862,11
1,18,172.846411,11
1,19,172.908566,9
1,20,172.986997,14
1,21,173.065103,14
1,19,173.127592,14
1,21,173.205723,14
1,21,173.283898,12
1,20,173.362022,15
1,18,173.424486,9
1,27,173.518245,13
1,23,173.596376,13
1,18,173.658622,15
1,18,173.736754,13
1,18,175.81612,14
1,20,175.878625,14
1,20,175.956765,14
1,18,176.01927,17
1,19,176.083007,12
1,20,176.145512,19
1,24,176.223643,11
1,28,176.3174,13
1,27,176.411157,12
1,18,176.47956,14
1,20,176.542076,11
1,20,176.60458,15
1,18,176.667085,12
1,22,176.745216,9
1,19,176.807721,13
1,18,176.870225,14
1,18,176.93273,11
1,18,176.995235,14
1,18,177.05774,12
1,18,177.120245,15
1,18,177.182749,13
1,24,177.276506,18
1,30,177.370263,9
1,18,177.432768,13
1,18,177.495273,13
1,18,177.557778,14
1,18,177.620282,13
1,21,177.698413,6
1,18,177.760918,14
1,20,177.823423,12
1,23,177.91718,15
1,20,177.979685,7
1,20,178.057816,9
1,18,178.12032,5
1,20,178.182825,13
1,22,178.260956,13
1,18,178.323461,15
1,20,178.401592,6
1,32,178.510975,17
1,22,178.589106,9
1,18,178.651611,13
1,18,178.715231,11
1,18,178.777736,13
1,19,178.84203,15
1,18,178.904545,10
1,20,178.982676,12
1,19,179.045181,10
1,18,179.107686,15
1,18,179.17019,11
1,20,179.248321,10
1,18,179.310826,9
1,18,179.373331,12
1,19,179.435835,5
1,22,179.513967,13
1,18,179.576471,15
1,22,179.654602,16
1,18,179.717107,7
1,18,179.779612,12
1,20,179.857743,17
1,21,179.935874,13
1,18,179.998378,13
1,18,180.060883,13
1,20,180.123388,17
1,19,180.201519,7
1,18,180.264023,8
1,22,180.343873,16
1,20,180.406378,11
1,19,180.468882,16
1,21,180.547013,13
1,18,180.609518,10
1,18,180.672023,16
1,18,180.734528,14
1,18,180.797032,10
1,24,180.890789,14
1,22,180.96892,14
1,22,181.048301,12
1,20,181.126443,11
1,18,181.188948,17
1,19,181.251452,14
1,20,181.313957,14
1,18,181.392088,6
1,20,181.454593,7
1,18,181.517097,14
1,18,181.579602,17
1,20,181.657732,12
1,20,181.735864,11
1,20,181.798369,14
1,18,181.860873,14
1,19,181.939004,13
1,25,182.032762,10
1,22,182.126518,14
1,21,182.235901,7
1,19,182.345286,13
1,18,182.423416,4
1,19,182.517173,10
1,21,182.610931,8
1,22,182.720314,17
1,18,182.785708,10
1,20,182.879465,10
1,27,182.973222,19
1,18,183.035728,14
1,18,183.098233,10
1,21,183.176363,18
1,20,185.214272,7
1,20,185.276778,8
1,18,185.339282,12
1,18,185.402097,15
1,18,185.464548,10
1,18,185.511438,14
1,23,185.589566,11
1,20,185.667441,15
1,20,185.729946,14
1,19,185.792451,12
1,30,185.901833,9
1,18,185.964339,14
1,20,186.027135,12
1,18,186.091208,14
1,20,186.153609,17
1,24,186.247107,20
1,19,186.309878,10
1,18,186.372492,17
1,23,186.45051,8
1,21,186.513173,16
1,25,186.606776,7
1,34,186.716175,9
1,19,186.79443,15
1,18,186.841172,10
1,24,186.934978,12
1,22,187.013101,15
1,18,187.07556,10
1,19,187.138109,9
1,24,187.216234,15
1,18,187.278701,10
1,22,187.356828,11
1,20,187.419445,17
1,18,187.481837,13
1,18,187.560016,14
1,18,187.622481,10
1,22,187.685022,15
1,23,187.76315,12
1,19,187.841252,17
1,18,187.903745,13
1,21,187.966996,9
1,19,188.044415,15
1,20,188.106887,16
1,20,188.185169,12
1,19,188.247525,13
1,20,188.311375,4
1,18,188.373889,11
1,20,188.452076,9
1,22,188.530266,11
1,18,188.592659,12
1,18,188.655211,11
1,19,188.717668,11
1,20,188.780235,6
1,18,188.842675,13
1,18,188.905199,12
1,20,188.983436,12
1,20,189.061469,7
1,25,189.139678,10
1,19,189.202119,15
1,20,189.280205,15
1,26,189.374257,10
1,20,189.436472,9
1,18,189.499017,14
1,18,189.577159,13
1,18,189.639601,14
1,23,189.717736,16
1,18,189.780257,13
1,18,189.842746,14
1,18,189.905262,14
1,19,189.967752,10
1,20,190.045885,13
1,19,190.108453,5
1,22,190.186526,13
1,18,190.249074,14
1,21,190.327213,17
1,20,190.405284,10
1,24,190.483454,10
1,30,190.5928,14
1,18,190.655365,15
1,20,190.733443,7
1,20,190.795995,14
1,26,190.889704,16
1,18,190.952211,17
1,18,191.014714,17
1,26,191.109936,8
1,20,191.188211,13
1,18,191.250584,12
1,18,191.313127,13
1,19,191.37533,13
1,24,191.469456,16
1,22,191.547487,12
1,18,191.609723,14
1,18,191.672481,12
1,24,191.766246,18
1,19,191.828741,14
1,20,191.906875,13
1,18,191.969125,13
1,20,192.031882,8
1,18,192.110158,10
1,19,192.172629,14
1,20,192.250653,14
1,18,192.313195,14
1,18,194.376648,15
1,22,194.454789,18
1,18,194.517293,12
1,18,194.579798,16
1,20,194.642303,12
1,19,194.704808,16
1,20,194.782939,14
1,19,194.845443,15
1,18,194.907948,17
1,18,194.954827,13
1,20,195.032958,15
1,20,195.095462,12
1,20,195.157967,6
1,18,195.218333,15
1,18,195.280848,17
1,18,195.343353,14
1,19,195.421484,10
1,18,195.483989,12
1,18,195.546494,10
1,19,195.608998,15
1,18,195.671503,13
1,19,195.734008,16
1,20,195.796512,16
1,18,195.859017,15
1,18,195.921522,10
1,26,196.015279,6
1,18,196.077784,14
1,19,196.140288,13
1,20,196.218419,13
1,20,196.280924,13
1,20,196.359055,10
1,20,196.42156,17
1,24,196.515317,7
1,18,196.577821,14
1,18,196.640326,15
1,24,196.719656,9
1,20,196.797798,15
1,19,196.860303,11
1,20,196.922807,13
1,22,197.000938,15
1,23,197.079069,10
1,18,197.141574,11
1,18,197.219705,15
1,21,197.282746,12
1,21,197.360598,14
1,18,197.423149,11
1,18,197.485605,12
1,18,197.548306,15
1,18,197.610615,9
1,21,197.688747,18
1,18,197.751273,17
1,20,197.813759,17
1,20,197.891883,14
1,18,197.95439,14
1,18,198.016898,9
1,18,198.079521,17
1,23,198.15766,10
1,20,198.235656,12
1,18,198.298212,10
1,18,198.360679,15
1,19,198.423217,14
1,20,198.501309,13
1,19,198.563804,7
1,18,198.626335,14
1,19,198.688823,17
1,23,198.782585,16
1,18,198.845233,8
1,18,198.907591,13
1,20,198.971462,15
1,20,199.049593,9
1,18,199.112098,11
1,20,199.174602,17
1,20,199.252733,15
1,18,199.315238,13
1,19,199.377995,11
1,19,199.456163,12
1,19,199.518636,12
1,19,199.581172,9
1,19,199.659337,11
1,18,199.721774,12
1,18,199.784421,10
1,18,199.846779,12
1,18,199.909338,10
1,18,199.971538,12
1,19,200.049922,9
1,18,200.112559,8
1,19,200.174935,12
1,18,200.237571,12
1,18,200.299937,11
1,18,200.362543,14
1,22,200.440626,14
1,18,200.503131,15
1,18,200.581248,16
1,18,200.643721,13
1,20,200.706267,14
1,20,200.784375,10
1,18,200.846853,13
1,18,200.909405,12
1,19,200.971871,11
1,20,201.050002,15
1,18,201.112545,12
1,18,201.176532,13
1,19,201.25459,15
1,20,201.317036,11
1,18,201.394918,11
1,18,201.457672,15
1,20,201.520226,9
1,19,203.616845,14
1,18,203.663723,15
1,18,203.726597,13
1,18,203.788999,12
1,18,203.8515,16
1,18,203.913999,13
1,18,203.976814,12
1,18,204.03231,15
1,23,204.110703,17
1,18,204.173359,17
1,18,204.235721,11
1,18,204.298259,13
1,18,204.360728,11
1,18,204.423268,13
1,21,204.485739,17
1,20,204.56386,17
1,18,204.610748,16
1,18,204.673287,13
1,20,204.751394,18
1,18,204.81388,13
1,18,204.876397,14
1,20,204.938889,15
1,18,205.001417,13
1,18,205.063899,12
1,18,205.126452,15
1,18,205.18891,14
1,18,205.252163,17
1,20,205.329559,13
1,18,205.392059,16
1,18,205.454649,17
1,18,205.517066,12
1,19,205.579564,14
1,20,205.6577,16
1,19,205.720262,17
1,18,205.782702,15
1,18,205.845256,15
1,18,205.907722,12
1,18,205.970366,16
1,18,206.032732,14
1,18,206.09523,15
1,20,206.173389,9
1,18,206.23696,13
1,18,206.299736,11
1,18,206.362282,7
1,18,206.42475,12
1,19,206.486991,17
1,19,206.565391,14
1,18,206.627878,11
1,18,206.690398,16
1,30,206.785088,17
1,20,206.863492,15
1,20,206.941603,13
1,18,207.004152,17
1,18,207.066655,16
1,18,207.129158,12
1,18,207.191621,15
1,18,207.254183,9
1,22,207.332316,16
1,19,207.394766,14
1,18,207.457315,9
1,22,207.535412,15
1,20,207.613602,18
1,21,207.691722,13
1,20,207.754203,10
1,18,207.816674,14
1,20,207.894804,12
1,23,207.972935,17
1,18,208.035445,14
1,19,208.097938,16
1,19,208.176067,15
1,20,208.238582,13
1,20,208.316709,16
1,18,208.379252,14
1,18,208.441714,17
1,18,208.504374,14
1,19,208.582386,14
1,18,208.644861,12
1,18,208.707443,14
1,18,208.769863,11
1,18,208.832403,15
1,18,208.89488,13
1,18,208.957392,14
1,18,209.021298,12
1,18,209.099487,16
1,20,209.161879,15
1,21,209.240007,19
1,18,209.30254,16
1,18,209.365018,13
1,20,209.443186,18
1,18,209.505705,12
1,18,209.56821,14
1,22,209.646332,16
1,18,209.708791,13
1,18,209.771349,13
1,20,209.849445,15
1,21,209.927677,17
1,18,209.990078,16
1,19,210.06825,13
1,20,210.130703,17
1,20,210.208839,12
1,18,210.27141,11
1,19,210.349478,17
1,19,210.411979,12
1,20,210.490106,16
1,18,210.552616,14
1,20,210.630745,16
1,18,210.693286,12
1,18,210.755747,15
1,18,212.830701,15
1,20,212.908841,14
1,19,212.971713,17
1,18,213.034111,13
1,20,213.096672,15
1,19,213.159117,15
1,18,213.221658,14
1,18,213.284128,11
1,18,213.346662,12
1,18,213.409132,13
1,20,213.471709,5
1,18,213.53414,13
1,18,213.596657,8
1,24,213.674782,11
1,18,213.737341,12
1,23,213.815434,15
1,22,213.893661,12
1,18,213.95724,13
1,18,214.02001,15
1,19,214.082564,13
1,18,214.145018,13
1,18,214.207556,17
1,19,214.285941,11
1,19,214.348151,14
1,18,214.410663,13
1,24,214.488779,17
1,22,214.56691,17
1,22,214.645047,11
1,20,214.70769,14
1,19,214.785675,16
1,19,214.848342,16
1,18,214.910814,15
1,18,214.973347,13
1,18,215.036363,16
1,18,215.097942,17
1,21,215.176374,11
1,20,215.238843,15
1,20,215.316974,11
1,18,215.379495,14
1,18,215.441979,16
1,18,215.504232,5
1,20,215.582629,10
1,18,215.645132,9
1,20,215.707697,11
1,18,215.770126,13
1,19,215.848439,16
1,18,215.910761,12
1,20,215.973318,16
1,21,216.051455,12
1,19,216.114997,13
1,20,216.193425,14
1,23,216.271582,10
1,21,216.349681,17
1,22,216.427781,8
1,24,216.505919,14
1,19,216.584045,10
1,19,216.646707,11
1,18,216.710688,15
1,19,216.773125,14
1,18,216.835716,14
1,18,216.898129,14
1,19,216.976417,12
1,21,217.054434,16
1,18,217.116896,14
1,18,217.179437,11
1,18,217.241905,8
1,20,217.304466,13
1,20,217.38255,10
1,18,217.445051,16
1,19,217.507559,10
1,25,217.601369,15
1,18,217.663816,16
1,19,217.741691,13
1,21,217.804569,8
1,22,217.882596,13
1,18,217.944832,13
1,18,218.023265,10
1,22,218.101386,18
1,19,218.163855,13
1,22,218.241978,16
1,19,218.304503,15
1,22,218.382624,17
1,18,218.460747,12
1,18,218.523406,13
1,19,218.58588,13
1,20,218.663885,16
1,18,218.726444,13
1,23,218.804813,6
1,18,218.867036,13
1,22,218.945162,10
1,19,219.024426,12
1,18,219.086942,10
1,20,219.165374,17
1,27,219.259079,6
1,19,219.321728,13
1,20,219.399855,16
1,19,219.462262,14
1,18,219.524748,15
1,19,219.602606,14
1,20,219.680997,16
1,20,219.743505,8
1,18,219.805997,14
1,22,219.899761,13
1,20,219.96231,7
1,18,220.024769,13
1,20,222.119605,15
1,18,222.18211,13
1,26,222.26025,7
1,18,222.322755,14
1,18,222.38526,14
1,24,222.46339,11
1,27,222.557148,13
1,18,222.619652,13
1,19,222.682157,15
1,18,222.744662,14
1,23,222.822793,14
1,20,222.885297,13
1,20,222.963428,12
1,18,223.010307,13
1,19,223.088438,16
1,18,223.150943,15
1,22,223.213448,15
1,18,223.275952,13
1,22,223.354083,16
1,19,223.416588,13
1,18,223.479092,14
1,18,223.541597,14
1,18,223.604102,15
1,18,223.666607,17
1,18,223.729111,13
1,18,223.791616,15
1,23,223.885373,13
1,20,223.947878,14
1,18,224.011496,13
1,22,224.089639,15
1,18,224.152143,13
1,18,224.214648,12
1,18,224.277153,15
1,18,224.339658,13
1,18,224.402162,15
1,35,224.527172,14
1,18,224.589677,11
1,18,224.652181,14
1,18,224.714686,12
1,18,224.777191,15
1,18,224.839695,14
1,19,224.9022,13
1,20,224.980331,16
1,18,225.042836,14
1,18,225.105341,9
1,19,225.167845,13
1,19,225.246231,9
1,20,225.308762,12
1,19,225.386611,15
1,18,225.449432,16
1,18,225.511877,13
1,19,225.574427,12
1,18,225.636888,13
1,18,225.69943,15
1,18,225.761898,16
1,19,225.840028,14
1,24,225.918162,13
1,21,225.996343,14
1,20,226.058923,12
1,18,226.136915,14
1,18,226.199466,11
1,25,226.277559,13
1,18,226.340072,12
1,18,226.402592,15
1,22,226.480798,15
1,20,226.558833,17
1,20,226.62138,12
1,18,226.699512,15
1,18,226.761972,14
1,18,226.825737,14
1,23,226.904139,15
1,20,226.966695,17
1,18,227.044514,15
1,18,227.107275,11
1,20,227.169791,13
1,22,227.247913,15
1,19,227.326045,13
1,20,227.388568,18
1,19,227.466812,10
1,19,227.529186,11
1,18,227.591708,13
1,21,227.669813,14
1,19,227.732362,16
1,19,227.810498,12
1,46,227.968788,18
1,18,228.03129,7
1,22,228.109466,16
1,18,228.171928,16
1,19,228.250064,11
1,18,228.312568,13
1,20,228.375071,15
1,18,228.4532,15
1,18,228.515803,16
1,18,228.57821,15
1,19,228.640829,13
1,20,228.718833,5
1,18,228.781394,10
1,18,228.859536,15
1,18,228.923578,14
1,20,228.986022,18
1,18,229.048585,14
1,55,229.251847,16
1,25,231.346424,14
1,18,231.408928,15
1,20,231.47183,12
1,20,231.534196,13
1,20,231.612327,18
1,20,231.674922,14
1,20,231.737404,16
1,19,231.799848,10
1,21,231.879611,14
1,18,231.941945,9
1,18,232.004499,15
1,18,232.066704,9
1,19,232.129514,13
1,21,232.19197,9
1,18,232.254511,13
1,18,232.316984,15
1,18,232.379529,14
1,18,232.441983,12
1,18,232.50469,11
1,18,232.566998,7
1,19,232.629548,12
1,20,232.707665,15
1,18,232.77013,8
1,18,232.83265,12
1,18,232.895147,15
1,18,232.957666,9
1,18,233.020149,10
1,22,233.098294,14
1,18,233.160866,14
1,20,233.223304,7
1,18,233.28586,8
1,21,233.363928,16
1,21,233.442065,10
1,21,233.504632,12
1,18,233.567079,11
1,18,233.629623,15
1,19,233.707711,13
1,19,233.770212,15
1,18,233.832875,12
1,19,233.895217,6
1,22,233.973416,13
1,19,234.03698,15
1,20,234.115423,17
1,20,234.177883,15
1,22,234.256013,13
1,18,234.318555,14
1,20,234.396662,9
1,18,234.459158,10
1,21,234.537295,12
1,21,234.61546,13
1,19,234.677946,13
1,18,234.74047,15
1,22,234.818593,13
1,18,234.881062,10
1,18,234.943603,12
1,21,235.021702,12
1,18,235.084195,12
1,19,235.146709,14
1,18,235.209204,14
1,18,235.287339,10
1,18,235.349964,11
1,24,235.42797,7
1,18,235.490538,13
1,18,235.553017,16
1,18,235.615654,14
1,18,235.678021,14
1,18,235.756128,13
1,18,235.818653,12
1,18,235.88113,17
1,20,235.943649,17
1,19,236.021981,14
1,18,236.08427,16
1,18,236.146897,16
1,18,236.209279,9
1,22,236.287569,14
1,42,236.443694,13
1,20,236.506184,14
1,18,236.568691,15
1,20,236.64682,5
1,18,236.709327,14
1,18,236.771886,12
1,18,236.834326,8
1,18,236.89831,14
1,18,236.976472,17
1,18,237.039026,14
1,18,237.10149,13
1,18,237.163952,12
1,18,237.2265,16
1,18,237.288962,16
1,21,237.367084,5
1,28,237.476511,9
1,18,237.538985,10
1,18,237.601633,15
1,18,237.663991,12
1,20,237.74212,11
1,18,237.804672,12
1,20,237.86713,12
1,18,237.945258,13
1,20,238.007762,15
1,21,238.085959,12
1,18,238.148391,15
1,24,238.242161,11
1,18,238.304406,9
1,18,238.367162,12
1,18,238.429732,14
1,18,238.507892,14
1,18,240.572927,12
1,21,240.651058,14
1,19,240.713572,13
1,18,240.776077,14
1,19,240.838582,17
1,18,240.901087,9
1,18,240.963591,15
1,18,241.026096,15
1,18,241.072974,12
1,18,241.135479,12
1,18,241.197984,15
1,18,241.260489,14
1,18,241.322993,14
1,20,241.385498,12
1,20,241.448003,16
1,18,241.510508,14
1,18,241.573012,14
1,18,241.635517,16
1,23,241.713648,8
1,18,241.776153,15
1,20,241.854284,16
1,18,241.916788,15
1,18,241.979293,11
1,19,242.041798,8
1,19,242.104302,15
1,19,242.166807,8
1,18,242.229312,16
1,20,242.307443,15
1,19,242.369947,6
1,19,242.432452,14
1,19,242.496062,10
1,18,242.574204,11
1,18,242.636709,11
1,20,242.699214,15
1,19,242.761719,14
1,18,242.824223,13
1,19,242.886728,14
1,19,242.964859,15
1,18,243.027364,14
1,21,243.105494,14
1,19,243.168,11
1,18,243.230504,13
1,18,243.293009,14
1,18,243.355514,12
1,20,243.418018,14
1,18,243.480523,11
1,18,243.543028,15
1,18,243.621159,8
1,20,243.683663,13
1,18,243.746168,12
1,18,243.808673,12
1,18,243.871177,13
1,18,243.934825,11
1,21,244.012956,12
1,18,244.075461,11
1,18,244.137966,10
1,19,244.20047,16
1,19,244.278601,16
1,20,244.341106,18
1,20,244.419237,15
1,19,244.481742,14
1,18,244.544246,13
1,18,244.606751,14
1,21,244.684882,15
1,20,244.747387,15
1,18,244.825518,7
1,20,244.888022,9
1,18,244.950527,13
1,18,245.013032,13
1,18,245.075536,10
1,19,245.153667,14
1,18,245.216172,14
1,18,245.278677,12
1,18,245.341182,11
1,20,245.403686,9
1,18,245.481817,17
1,18,245.544322,14
1,20,245.606827,16
1,18,245.669332,13
1,18,245.731836,12
1,20,245.809967,8
1,27,245.903724,16
1,18,245.966229,14
1,21,246.04436,16
1,22,246.1236,11
1,18,246.186105,13
1,18,246.24861,13
1,19,246.326741,8
1,20,246.389245,11
1,18,246.45175,14
1,18,246.514255,13
1,18,246.592386,14
1,21,246.65489,15
1,18,246.733021,14
1,18,246.795526,12
1,19,246.858031,12
1,18,246.920535,13
1,20,246.998666,14
1,20,247.061171,9
1,18,247.139302,9
1,18,247.201807,15
1,20,247.264311,16
1,18,247.326816,16
1,18,247.404947,15
1,18,247.467452,16
1,18,247.529957,16
1,21,247.608088,14
1,18,247.670592,11
1,19,247.733097,14
1,19,249.829416,12
1,18,249.891921,13
1,18,249.954425,14
1,20,250.016931,10
1,18,250.079444,12
1,18,250.141949,13
1,19,250.204714,11
1,20,250.267206,12
1,18,250.329844,16
1,20,250.407854,15
1,18,250.470347,12
1,20,250.532858,17
1,18,250.595364,12
1,18,250.657871,16
1,24,250.735854,20
1,18,250.798497,16
1,18,250.861112,12
1,18,250.923514,14
1,18,250.985763,13
1,18,251.048683,12
1,18,251.116577,17
1,18,251.179025,13
1,18,251.241586,17
1,19,251.304043,13
1,18,251.366588,13
1,18,251.429052,14
1,18,251.491709,16
1,18,251.554167,11
1,18,251.616606,15
1,25,251.710326,16
1,18,251.772861,17
1,18,251.835343,13
1,20,251.899097,14
1,18,251.961861,16
1,18,252.024381,15
1,18,252.086614,13
1,20,252.165146,16
1,20,252.227515,12
1,18,252.290047,16
1,18,252.352518,15
1,18,252.415031,11
1,21,252.494628,14
1,20,252.55717,13
1,18,252.635219,15
1,22,252.697467,18
1,18,252.77587,14
1,22,252.854147,12
1,19,252.91649,11
1,18,252.979035,13
1,21,253.057118,17
1,18,253.119674,12
1,19,253.182127,11
1,18,253.244786,13
1,18,253.307145,14
1,21,253.385276,13
1,20,253.447828,6
1,18,253.526196,10
1,18,253.588417,13
1,19,253.65106,13
1,20,253.71342,10
1,18,253.791613,14
1,18,253.854059,15
1,18,253.916604,17
1,18,253.97907,12
1,20,254.041614,14
1,20,254.119751,17
1,18,254.182201,14
1,18,254.244772,15
1,21,254.322861,14
1,18,254.385352,14
1,18,254.447868,13
1,19,254.526074,11
1,19,254.588484,16
1,18,254.651083,10
1,18,254.714952,15
1,18,254.777403,13
1,18,254.8399,14
1,20,254.918068,16
1,18,254.980544,17
1,18,255.043135,12
1,21,255.121171,14
1,20,255.183719,11
1,20,255.261836,17
1,18,255.326371,14
1,18,255.389166,15
1,18,255.451377,12
1,18,255.513901,14
1,20,255.592082,12
1,18,255.654516,13
1,18,255.717056,10
1,19,255.795148,12
1,18,255.857705,15
1,18,255.920166,11
1,20,255.982713,17
1,18,256.060841,14
1,18,256.123301,15
1,18,256.185878,14
1,18,256.248315,14
1,19,256.31085,13
1,19,256.389077,13
1,20,256.451448,15
1,19,256.529632,13
1,19,256.592128,15
1,21,256.670334,16
1,19,256.748358,15
1,18,256.8109,14
1,18,256.873367,17
1,18,256.937372,14
1,18,256.999888,14
1,19,259.063411,11
1,19,259.125925,10
1,19,259.188429,10
1,18,259.250934,15
1,18,259.313439,17
1,20,259.375943,15
1,20,259.438448,15
1,18,259.500953,15
1,18,259.563458,16
1,19,259.625962,17
1,18,259.688468,14
1,20,259.750972,15
1,25,259.844729,17
1,18,259.907234,16
1,18,259.969738,12
1,26,260.047869,18
1,18,260.110374,16
1,18,260.172879,14
1,18,260.235384,17
1,20,260.313514,19
1,18,260.376019,9
1,18,260.438524,17
1,19,260.501029,15
1,18,260.563534,17
1,18,260.626038,17
1,27,260.710773,17
1,19,260.773278,15
1,18,260.835782,16
1,19,260.913913,9
1,22,260.992044,19
1,18,261.054549,17
1,18,261.117054,16
1,20,261.179558,12
1,20,261.257689,16
1,19,261.320194,17
1,18,261.382699,17
1,19,261.445203,16
1,18,261.507708,14
1,18,261.570212,13
1,18,261.632718,11
1,19,261.695222,16
1,18,261.757727,14
1,19,261.835858,16
1,20,261.898363,15
1,18,261.962133,11
1,20,262.040264,14
1,18,262.10276,15
1,18,262.165273,11
1,19,262.227778,16
1,18,262.290283,17
1,18,262.352787,16
1,19,262.415293,13
1,18,262.493423,15
1,18,262.555928,15
1,18,262.618433,15
1,18,262.680937,15
1,20,262.743442,17
1,44,262.899704,17
1,20,262.977835,15
1,18,263.04034,16
1,18,263.102844,11
1,18,263.165349,11
1,18,263.227854,15
1,18,263.290359,15
1,18,263.352863,16
1,21,263.430994,14
1,18,263.493499,15
1,18,263.556004,15
1,18,263.618508,16
1,18,263.681013,13
1,18,263.743518,17
1,18,263.806023,15
1,18,263.884154,17
1,20,263.946658,16
1,18,264.009163,16
1,18,264.071668,12
1,18,264.135297,13
1,19,264.213428,14
1,18,264.275933,16
1,18,264.338438,16
1,20,264.400942,15
1,19,264.479073,15
1,18,264.541578,15
1,20,264.604083,18
1,19,264.682214,14
1,20,264.744718,13
1,18,264.807223,14
1,19,264.885354,15
1,18,264.947859,14
1,19,265.010363,14
1,18,265.072868,15
1,18,265.150999,13
1,18,265.213504,15
1,20,265.276009,15
1,26,265.369766,17
1,18,265.43227,15
1,18,265.494775,9
1,18,265.572906,14
1,18,265.635411,11
1,20,265.697916,10
1,18,265.76042,17
1,18,265.838551,14
1,18,265.901056,16
1,18,265.963561,11
1,18,266.026065,12
1,18,266.08857,13
1,19,266.167862,17
1,18,268.233554,16
1,19,268.296059,13
1,18,268.358873,17
1,19,268.421332,17
1,30,268.530756,13
1,18,268.593214,17
1,20,268.655774,18
1,18,268.71823,14
1,18,268.780785,12
1,20,268.843243,18
1,18,268.905786,13
1,25,268.999498,16
1,18,269.062298,17
1,18,269.124504,16
1,18,269.18728,14
1,18,269.249522,16
